"id","fqdn/ip","port","severity","finding","cve","cwe"
"intermediate_cert_chain <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","Starfield Services Root Certificate Authority - G2 <--","",""
"intermediate_cert_badOCSP","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","403 Forbidden ('/')","",""
"HTTP_clock_skew","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","1733154135","",""
"HSTS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","LOW","not offered","",""
"HPKP","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No Server banner line in header, interesting!","",""
"banner_application","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No application banner found","",""
"cookie_count","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","0 at '/' (30x detected, better try target URL of 30x)","",""
"security_headers","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","MEDIUM","--","",""
"banner_reverseproxy","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","X-Cache: Error from cloudfrontVia: 1.1 14ca6979b940f5fd45af2dc49a83388c.cloudfront.net (CloudFront)","","CWE-200"
"heartbleed","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","supported","","CWE-310"
"secure_client_renego","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","likely not vulnerable (timed out)","CVE-2011-1473","CWE-310"
"CRIME_TLS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=5E5EE3A5E2963F3118C13F3EA06BCE86BC1553E61618024B7F38D6DB79C494F0","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_12","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_79_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_66_win81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_6_xp","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_121_ios_122","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_130_osx_10146","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","No connection","",""
"clientsimulation-java_8u161","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java1703","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_283","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_102e","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_110l","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_303","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
"rating_doc","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","100","",""
"protocol_support_score_weighted","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","30","",""
"key_exchange_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","90","",""
"key_exchange_score_weighted","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","27","",""
"cipher_strength_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","90","",""
"cipher_strength_score_weighted","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","36","",""
"final_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","93","",""
"overall_grade","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","OK","A","",""
"grade_cap_reason_1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.32","443","INFO","Grade capped to A. HSTS is not offered","",""
"service","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","HTTP","",""
"pre_128cipher","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No 128 cipher limit bug","",""
"SSLv2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not offered","",""
"SSLv3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not offered","",""
"TLS1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","not offered","",""
"TLS1_1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","not offered","",""
"TLS1_2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","offered","",""
"TLS1_3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","offered with final","",""
"NPN","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","not offered","",""
"ALPN_HTTP2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","h2","",""
"ALPN","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","http/1.1","",""
"cipherlist_NULL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not offered","","CWE-327"
"cipherlist_LOW","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","offered","",""
"cipherlist_STRONG_FS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","offered","",""
"cipher_order-tls1_2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","server","",""
"cipher-tls1_2_xc02f","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 253   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc027","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","TLSv1.2   xc027   ECDHE-RSA-AES128-SHA256           ECDH 253   AES         128      TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256","",""
"cipher-tls1_2_xc030","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 253   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xcca8","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.2   xcca8   ECDHE-RSA-CHACHA20-POLY1305       ECDH 253   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_2_xc028","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","TLSv1.2   xc028   ECDHE-RSA-AES256-SHA384           ECDH 253   AES         256      TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","",""
"cipher-tls1_2_x9c","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.2   x9c     AES128-GCM-SHA256                 RSA        AESGCM      128      TLS_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_x9d","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.2   x9d     AES256-GCM-SHA384                 RSA        AESGCM      256      TLS_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_x3c","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","TLSv1.2   x3c     AES128-SHA256                     RSA        AES         128      TLS_RSA_WITH_AES_128_CBC_SHA256","",""
"cipherorder_TLSv1_2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-CHACHA20-POLY1305 ECDHE-RSA-AES256-SHA384 AES128-GCM-SHA256 AES256-GCM-SHA384 AES128-SHA256","",""
"prioritize_chacha_TLSv1_2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","false","",""
"cipher_order-tls1_3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","server","",""
"cipher-tls1_3_x1301","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.3   x1301   TLS_AES_128_GCM_SHA256            ECDH 253   AESGCM      128      TLS_AES_128_GCM_SHA256","",""
"cipher-tls1_3_x1302","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.3   x1302   TLS_AES_256_GCM_SHA384            ECDH 253   AESGCM      256      TLS_AES_256_GCM_SHA384","",""
"cipher-tls1_3_x1303","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","TLSv1.3   x1303   TLS_CHACHA20_POLY1305_SHA256      ECDH 253   ChaCha20    256      TLS_CHACHA20_POLY1305_SHA256","",""
"cipherorder_TLSv1_3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLS_AES_128_GCM_SHA256 TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256","",""
"prioritize_chacha_TLSv1_3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","false","",""
"cipher_order","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","server","",""
"FS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","offered","",""
"FS_ciphers","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLS_AES_256_GCM_SHA384 TLS_CHACHA20_POLY1305_SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384 ECDHE-RSA-CHACHA20-POLY1305 TLS_AES_128_GCM_SHA256 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256","",""
"FS_ECDHE_curves","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","prime256v1 secp384r1 X25519","",""
"FS_TLS12_sig_algs","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","RSA-PSS-RSAE+SHA256 RSA-PSS-RSAE+SHA384 RSA-PSS-RSAE+SHA512 RSA+SHA256 RSA+SHA384 RSA+SHA512 RSA+SHA224","",""
"FS_TLS13_sig_algs","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","RSA-PSS-RSAE+SHA256 RSA-PSS-RSAE+SHA384 RSA-PSS-RSAE+SHA512","",""
"TLS_extensions","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","'server name/#0' 'EC point formats/#11' 'renegotiation info/#65281' 'session ticket/#35' 'status request/#5' 'supported versions/#43' 'key share/#51' 'application layer protocol negotiation/#16' 'extended master secret/#23'","",""
"TLS_session_ticket","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","valid for 86400 seconds only (<daily)","",""
"SSL_sessionID_support","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","yes","",""
"sessionresumption_ticket","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","supported","",""
"sessionresumption_ID","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","not supported","",""
"TLS_timestamp","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","random","",""
"certificate_compression","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","none","",""
"clientAuth","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","none","",""
"cert_numbers","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","1","",""
"cert_signatureAlgorithm","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","SHA256 with RSA","",""
"cert_keySize","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","0320C96DAA16C09C8D244BE1F6739C06","",""
"cert_serialNumberLen","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","16","",""
"cert_fingerprintSHA1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","D37D3584A4319762CAA35451BD117E74164A250C","",""
"cert_fingerprintSHA256","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","5E5EE3A5E2963F3118C13F3EA06BCE86BC1553E61618024B7F38D6DB79C494F0","",""
"cert","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","-----BEGIN CERTIFICATE-----\nMIIF6zCCBNOgAwIBAgIQAyDJbaoWwJyNJEvh9nOcBjANBgkqhkiG9w0BAQsFADA8MQswCQYDVQQGEwJVUzEPMA0GA1UEChMGQW1hem9uMRwwGgYDVQQDExNBbWF6b24gUlNBIDIwNDggTTAzMB4XDTI0MDEwNDAwMDAwMFoXDTI1MDIwMjIzNTk1OVowHzEdMBsGA1UEAxMUb3BzLmRlcGxveS5pbm1hci5jb20wggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQC12di4akEN6xbxRutpDxIO1gFFkpbGlvNvi+MaJuFZkAxPkWHYO73RPR77v+wQs385EFXLeNxUQP+kDGRxlu//asjVj0TVc0mgmHZjIhg+cs66oVwnc0bF6x/SS8ScTCZnh0V5R1xIyJZu+HvRxWNeyPIN33ZayzoO9K0sIPiRfPYCafU1/2y+WvGw5LkwnB7JAeRMbNwJjOuHgHf34q3ZrJnBx1ExKMoRrZB/W9ixsKstFLdSlFpyQ84lav3kciwT7QA2UxsL78RjZlIM1BBCrbolEoUaDWb4luFVZ20zJYV7+mUwibJFTrZx9XYJqO4TF6znzX6E5Bnd/72TQb13AgMBAAGjggMEMIIDADAfBgNVHSMEGDAWgBRV2Rhf0hzMAeFYtL6r2VVCAdcuAjAdBgNVHQ4EFgQUrkCeq2yWaC6FvTXeeKHtGIf//O8wNwYDVR0RBDAwLoIUb3BzLmRlcGxveS5pbm1hci5jb22CFioub3BzLmRlcGxveS5pbm1hci5jb20wEwYDVR0gBAwwCjAIBgZngQwBAgEwDgYDVR0PAQH/BAQDAgWgMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjA7BgNVHR8ENDAyMDCgLqAshipodHRwOi8vY3JsLnIybTAzLmFtYXpvbnRydXN0LmNvbS9yMm0wMy5jcmwwdQYIKwYBBQUHAQEEaTBnMC0GCCsGAQUFBzABhiFodHRwOi8vb2NzcC5yMm0wMy5hbWF6b250cnVzdC5jb20wNgYIKwYBBQUHMAKGKmh0dHA6Ly9jcnQucjJtMDMuYW1hem9udHJ1c3QuY29tL3IybTAzLmNlcjAMBgNVHRMBAf8EAjAAMIIBfQYKKwYBBAHWeQIEAgSCAW0EggFpAWcAdgBOdaMnXJoQwzhbbNTfP1LrHfDgjhuNacCx+mSxYpo53wAAAYzTHm2/AAAEAwBHMEUCICt35l/WK+BEQbqKGycKk6H/MMQmniGDmQ02VLILGQFJAiEA2qYuind21s4tFS05ot4WUYPD0i2eXhWuEQ3yHqvwS0EAdgB9WR4S4XgqexxhZ3xe/fjQh1wUoE6VnrkDL9kOjC55uAAAAYzTHm2gAAAEAwBHMEUCIQCRu6Omq/QZdmOZpSBBo6YsYhtGCG0C9bGMKw7D/t2U2gIgWAvOmGLExihamY8ee9wzyd8sSepj48QfOhCmm4y3vmoAdQDm0jFjQHeMwRBBBtdxuc7B0kD2loSG+7qHMh39HjeOUAAAAYzTHm3YAAAEAwBGMEQCIFrvl4bVf4D9zVZf+K5tqBHwTrfxIZ6etMVe6VreNlxlAiBqgfRv2KL1m9epJZBvXGcqzZAGzcV5eOLaHp7tb3utODANBgkqhkiG9w0BAQsFAAOCAQEAglKsoHzoKx6Xq6EbvT+vwMk+sa2BemhIh/ZH/HU4DT6vwnhRVQZcnqtN4ffw6Guy1OUUGziHfLfwpJt9eGadi3w348DzOKDjBexXDuY+tDnwYIGnGp79BkRv/0SUkPbXALoj2Aormjv94f9D0UeqlgaH1nXLkV4pOZdraiyQCMqGPsl9CCzqhBoHnslyWrDJ1u4NKVKLafr0OO1PeBP1dhQciZMynnQomGOMh4Ww/09LZxG19tlxbWgtK1hS/33JPudVM+QVhjRPvgKkHBUgyd6MU46S84j1MH40ViQX/aGm4p5NiJSR+3tao/gSAWyKq7XrRTw6twgLqsFRRr2BnQ==\n-----END CERTIFICATE-----","",""
"cert_commonName","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","ops.deploy.inmar.com","",""
"cert_commonName_wo_SNI","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","request w/o SNI didn't succeed","",""
"cert_subjectAltName","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","ops.deploy.inmar.com *.ops.deploy.inmar.com","",""
"cert_trust","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","Ok via SAN wildcard (SNI mandatory)","",""
"cert_trust_wildcard","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","trust is via wildcard","",""
"cert_chain_of_trust","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","passed.","",""
"cert_certificatePolicies_EV","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","no","",""
"cert_expirationStatus","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","62 >= 60 days","",""
"cert_notBefore","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","2024-01-04 00:00","",""
"cert_notAfter","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","2025-02-02 23:59","",""
"cert_extlifeSpan","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","not present","",""
"cert_crlDistributionPoints","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","http://crl.r2m03.amazontrust.com/r2m03.crl","",""
"cert_ocspURL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","http://ocsp.r2m03.amazontrust.com","",""
"OCSP_stapling","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","not offered","",""
"cert_mustStapleExtension","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","--","",""
"DNS_CAArecord","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","--","",""
"certificate_transparency","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","yes (certificate extension)","",""
"certs_countServer","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","4","",""
"certs_list_ordering_problem","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","no","",""
"cert_caIssuers","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Amazon RSA 2048 M03 (Amazon from US)","",""
